0.00	0
0.10	0
0.20	0
0.30	0
0.40	0
0.50	0
0.60	0
0.70	0
0.80	0
0.90	0
1.00	0
1.10	0
1.20	0
1.30	0
1.40	0
1.50	0
1.60	0
1.70	0
1.80	3
1.90	3
2.00	1
2.10	4
2.20	3
2.30	0
2.40	0
2.50	0
2.60	0
2.70	4
2.80	4
2.90	1
3.00	1
3.10	4
3.20	0
3.30	0
3.40	0
3.50	0
3.60	1
3.70	1
3.80	2
3.90	4
4.00	4
4.10	4
4.20	1
4.30	0
4.40	0
4.50	1
4.60	1
4.70	4
4.80	4
4.90	1
5.00	0
5.10	1
5.20	4
5.30	1
5.40	1
5.50	0
5.60	0
5.70	0
5.80	0
5.90	20
6.00	1
6.10	1
6.20	1
6.30	1
6.40	4
6.50	4
6.60	0
6.70	0
6.80	4
6.90	4
7.00	1
7.10	1
7.20	1
7.30	4
7.40	0
7.50	0
7.60	0
7.70	0
7.80	4
7.90	4
8.00	1
8.10	4
8.20	1
8.30	4
8.40	4
8.50	4
8.60	1
8.70	20
8.80	0
8.90	0
9.00	20
9.10	4
9.20	4
9.30	1
9.40	1
9.50	0
9.60	0
9.70	0
9.80	0
9.90	20
10.00	1
10.10	1
10.20	4
10.30	1
10.40	4
10.50	0
10.60	0
10.70	0
10.80	0
10.90	3
11.00	2
11.10	2
11.20	4
11.30	4
11.40	0
11.50	20
11.60	2
11.70	4
11.80	1
11.90	4
12.00	4
12.10	1
12.20	1
12.30	4
12.40	2
12.50	20
12.60	1
12.70	0
12.80	0
12.90	0
13.00	0
13.10	0
13.20	4
13.30	1
13.40	1
13.50	1
13.60	1
13.70	0
13.80	0
13.90	1
14.00	1
14.10	4
14.20	1
14.30	1
14.40	1
14.50	4
14.60	4
14.70	0
14.80	0
14.90	1
15.00	1
15.10	1
15.20	1
15.30	1
15.40	1
15.50	2
15.60	1
15.70	4
15.80	4
15.90	4
16.00	0
16.10	0
16.20	4
16.30	2
16.40	1
16.50	1
16.60	0
16.70	1
16.80	4
16.90	1
17.00	0
17.10	4
17.20	4
17.30	4
17.40	0
17.50	0
17.60	0
17.70	0
17.80	0
17.90	0
18.00	1
18.10	4
18.20	4
18.30	1
18.40	1
18.50	1
18.60	4
18.70	1
18.80	1
18.90	1
19.00	20
19.10	4
19.20	4
19.30	1
19.40	0
19.50	1
19.60	0
19.70	0
19.80	1
19.90	2
20.00	2
20.10	1
20.20	2
20.30	2
20.40	4
20.50	4
20.60	4
20.70	1
20.80	0
20.90	0
21.00	0
21.10	0
21.20	1
21.30	1
21.40	0
21.50	4
21.60	0
21.70	4
21.80	0
21.90	1
22.00	1
22.10	1
22.20	4
22.30	4
22.40	4
22.50	1
22.60	1
22.70	4
22.80	1
22.90	1
23.00	0
23.10	0
23.20	0
23.30	0
23.40	0
23.50	0
23.60	0
23.70	1
23.80	4
23.90	1
24.00	4
24.10	4
24.20	1
24.30	4
24.40	4
24.50	20
24.60	4
24.70	2
24.80	1
24.90	0
25.00	1
25.10	4
25.20	1
25.30	4
25.40	1
25.50	2
25.60	4
25.70	1
25.80	0
25.90	0
26.00	0
26.10	4
26.20	1
26.30	1
26.40	1
26.50	1
26.60	1
26.70	0
26.80	0
26.90	0
27.00	1
27.10	1
27.20	1
27.30	2
27.40	1
27.50	4
27.60	1
27.70	1
27.80	1
27.90	1
28.00	1
28.10	4
28.20	1
28.30	1
28.40	1
28.50	1
28.60	0
28.70	0
28.80	0
28.90	0
29.00	0
29.10	1
29.20	1
29.30	4
29.40	4
29.50	20
29.60	2
29.70	1
29.80	1
29.90	0
30.00	0
30.10	0
30.20	0
30.30	1
30.40	4
30.50	1
30.60	1
30.70	1
30.80	1
30.90	1
31.00	1
31.10	1
31.20	1
31.30	1
31.40	1
31.50	0
31.60	4
31.70	4
31.80	4
31.90	1
32.00	1
32.10	1
32.20	1
32.30	1
32.40	0
32.50	0
32.60	4
32.70	1
32.80	4
32.90	4
33.00	1
33.10	0
33.20	0
33.30	0
33.40	1
33.50	1
33.60	1
33.70	2
33.80	4
33.90	1
34.00	1
34.10	1
34.20	1
34.30	1
34.40	0
34.50	0
34.60	0
34.70	4
34.80	4
34.90	1
35.00	1
35.10	1
35.20	4
35.30	1
35.40	1
35.50	0
35.60	0
35.70	0
35.80	0
35.90	0
36.00	2
36.10	2
36.20	4
36.30	4
36.40	1
36.50	1
36.60	1
36.70	0
36.80	0
36.90	0
37.00	0
37.10	0
37.20	1
37.30	1
37.40	4
37.50	4
37.60	0
37.70	0
37.80	0
37.90	4
38.00	1
38.10	1
38.20	1
38.30	1
38.40	1
38.50	0
38.60	0
38.70	0
38.80	0
38.90	0
39.00	0
39.10	0
39.20	0
39.30	0
39.40	1
39.50	1
39.60	1
39.70	1
39.80	1
39.90	4
40.00	0
40.10	1
40.20	1
40.30	4
40.40	1
40.50	1
40.60	1
40.70	1
40.80	1
40.90	4
41.00	1
41.10	0
41.20	0
41.30	0
41.40	0
41.50	4
41.60	4
41.70	4
41.80	4
41.90	1
42.00	1
42.10	1
42.20	1
42.30	1
42.40	0
42.50	0
42.60	0
42.70	0
42.80	1
42.90	1
43.00	1
43.10	0
43.20	1
43.30	4
43.40	4
43.50	1
43.60	4
43.70	4
43.80	0
43.90	0
44.00	0
44.10	0
44.20	3
44.30	4
44.40	1
44.50	1
44.60	4
44.70	1
44.80	1
44.90	4
45.00	1
45.10	1
45.20	1
45.30	4
45.40	1
45.50	4
45.60	0
45.70	0
45.80	2
45.90	2
46.00	4
46.10	1
46.20	1
46.30	4
46.40	1
46.50	1
46.60	4
46.70	4
46.80	4
46.90	4
47.00	1
47.10	1
47.20	0
47.30	4
47.40	4
47.50	1
47.60	4
47.70	4
47.80	0
47.90	4
48.00	1
48.10	1
48.20	1
48.30	4
48.40	4
48.50	4
48.60	4
48.70	4
48.80	4
48.90	4
49.00	4
49.10	1
49.20	4
49.30	3
49.40	4
49.50	1
49.60	0
49.70	0
49.80	0
49.90	0
50.00	0
50.10	20
50.20	4
50.30	2
50.40	4
50.50	1
50.60	0
50.70	0
50.80	0
50.90	4
51.00	4
51.10	4
51.20	4
51.30	0
51.40	0
51.50	1
51.60	4
51.70	4
51.80	4
51.90	0
52.00	1
52.10	1
52.20	0
52.30	0
52.40	0
52.50	0
52.60	0
52.70	0
52.80	0
52.90	0
53.00	0
